,user_id,location_id,latitude,longitude,previous,categorie,categorie_id,borough_id,area_id
627,35,2111,-73.8477874,40.79012656,2105,Home (private),6,4,53
632,26,1729,-73.93010371,40.86107855,1748,Home (private),6,1,243
633,5,617,-73.966071,40.805097,616,Bar,151,1,166
637,204,5671,-73.90103281,40.86249503,5674,Subway,0,2,94
638,16,72,-73.99320973,40.73939794,306,General Entertainment,18,1,234
639,245,6106,-74.16509908,40.59770413,6107,Home (private),6,5,23
641,35,2102,-73.8477874,40.79012656,2111,Home (private),6,4,53
642,25,1688,-73.792836,40.780227,1704,Road,11,4,15
643,14,496,-73.78452301,40.64508936,1239,Airport,141,4,132
644,93,72,-73.99320973,40.73939794,3894,General Entertainment,18,1,234
645,46,72,-73.99320973,40.73939794,2486,General Entertainment,18,1,234
646,204,5669,-73.97418453,40.76014523,5671,Salon / Barbershop,70,1,161
647,42,2361,-73.94186034,40.8331652,2365,Home (private),6,1,244
648,3,332,-73.87084187,40.67296847,337,Pizza Place,2,3,76
649,105,556,-73.97728379,40.75831462,207,Department Store,38,1,161
650,4,427,-73.9244,40.86752648,449,Arcade,120,1,127
652,77,3491,-73.94749443,40.78423171,3481,Drugstore / Pharmacy,7,1,263
653,50,2633,-73.80785996,40.78686922,2636,Beach,268,4,252
655,12,245,-73.94367142,40.70321958,257,Residential Building (Apartment / Condo),17,3,80
657,12,196,-73.95375967,40.71424858,245,Neighborhood,4,3,255
658,167,5188,-73.984641,40.721719,5186,Ice Cream Shop,91,1,148
659,69,1360,-73.97567104,40.74911235,2425,Salad Place,136,1,170
662,5,618,-73.96492091,40.75509946,617,French Restaurant,155,1,229
663,196,5578,-73.92373428,40.67589787,2215,Building,31,3,61
666,35,72,-73.99320973,40.73939794,2102,General Entertainment,18,1,234
668,12,257,-73.94938295,40.70541414,196,Subway,0,3,80
669,86,3667,-73.88307006,40.71616168,3667,Home (private),6,4,160
670,11,72,-73.99320973,40.73939794,1026,General Entertainment,18,1,234
671,193,3845,-73.97692323,40.74276196,3845,Movie Theater,122,1,137
673,96,72,-73.99320973,40.73939794,72,General Entertainment,18,1,234
674,38,2214,-74.06643391,40.59029693,2224,Beach,78,5,214
675,30,72,-73.99320973,40.73939794,1909,General Entertainment,18,1,234
676,12,1135,-73.88395786,40.7476146,257,Subway,0,4,82
678,26,19,-74.00257587,40.73977359,1729,Subway,0,1,249
679,241,224,-73.97717535,40.75280621,6074,Train Station,21,1,162
680,43,2386,-73.918612,40.62940441,2385,Restaurant,42,3,91
682,40,2299,-73.95361626,40.63719415,2300,Home (private),6,3,89
684,62,3007,-73.98959423,40.69916863,3008,Government Building,55,3,65
685,25,72,-73.99320973,40.73939794,1688,General Entertainment,18,1,234
689,11,1082,-73.95011769,40.68271969,72,Miscellaneous Shop,25,3,17
690,86,3181,-73.89644623,40.70566047,3667,Food & Drink Shop,135,4,198
691,204,1190,-73.981107,40.759272,5669,Bakery,20,1,230
692,10,72,-73.99320973,40.73939794,960,General Entertainment,18,1,234
694,92,3860,-73.98157675,40.75457327,3859,General College & University,262,1,161
695,12,1136,-73.91249657,40.74410318,1135,Subway,0,4,226
696,171,759,-73.95129204,40.82670252,5255,Bus Station,30,1,116
697,196,72,-73.99320973,40.73939794,5578,General Entertainment,18,1,234
698,40,2292,-73.95650634,40.62556583,2299,Bus Station,5,3,165
699,5,619,-73.99362803,40.75684746,618,Ramen /  Noodle House,86,1,48
700,86,1932,-73.9596498,40.70934675,3181,Bus Station,5,3,256
702,11,1077,-73.895153,40.63855505,1082,Bank,29,3,39
703,99,72,-73.99320973,40.73939794,72,General Entertainment,18,1,234
704,40,2293,-73.99372458,40.60217461,2292,Bus Station,5,3,22
705,30,176,-74.00441051,40.71306941,72,Subway,0,1,231
706,25,286,-73.80902767,40.77943655,72,Other Great Outdoors,1,4,252
707,135,1517,-73.97480965,40.69118179,4685,Park,12,3,97
708,152,315,-74.01186705,40.71011732,2538,Office,52,1,261
709,241,6070,-73.83602511,40.87719935,224,Home (private),6,2,51
710,5,516,-73.99089697,40.72783448,619,Hotel,40,1,79
711,0,72,-73.99320973,40.73939794,5,General Entertainment,18,1,234
712,12,1111,-73.98858547,40.75671743,1136,Arcade,120,1,100
713,230,5969,-73.98590326,40.7509389,5974,Residential Building (Apartment / Condo),17,1,164
715,34,2075,-73.94186034,40.81343117,2075,Home (private),6,1,42
718,5,620,-73.99764061,40.73083612,516,Park,12,1,114
719,40,2309,-74.00356806,40.60860959,2293,Church,160,3,11
720,224,962,-73.939147,40.80514464,448,Train Station,21,1,74
721,244,6101,-73.80117163,40.71426172,6101,Medical Center,89,4,28
722,28,1829,-73.98887973,40.74110983,1829,Home (private),6,1,234
723,11,1037,-73.88733352,40.64249154,1077,Other Great Outdoors,181,3,39
724,26,1760,-73.997271,40.741797,19,American Restaurant,41,1,90
726,244,6098,-73.83602511,40.71931256,6101,Home (private),6,4,95
727,245,72,-73.99320973,40.73939794,6106,General Entertainment,18,1,234
728,224,5908,-73.92053656,40.85264719,962,Athletic & Sport,178,2,235
730,77,3485,-73.94799383,40.78320532,3491,Deli / Bodega,9,1,263
731,213,5799,-74.00461247,40.71068343,5799,College Academic Building,277,1,209
732,62,3011,-73.99260716,40.69813446,3007,Deli / Bodega,9,3,33
733,10,994,-73.93754641,40.80451012,72,Drugstore / Pharmacy,7,1,74
734,50,2644,-73.80897435,40.78522708,2633,Church,160,4,252
735,10,936,-73.93684032,40.80423128,994,Food & Drink Shop,27,1,74
736,224,5907,-73.91834636,40.84954116,5908,Home (private),6,2,235
738,217,5841,-73.99508059,40.76040628,5841,General Entertainment,18,1,50
739,50,2645,-73.78722538,40.74582282,2644,Athletic & Sport,180,4,9
740,99,3554,-73.86267185,40.88357191,72,Subway,0,2,254
741,152,4959,-73.96537147,40.62896454,315,Home (private),6,3,165
745,201,5641,-73.99124704,40.75544236,5641,Coffee Shop,63,1,48
747,50,2646,-73.8076973,40.74696435,2645,Park,12,4,192
748,10,958,-73.94624881,40.80774561,936,Neighborhood,4,1,41
749,192,5011,-73.9910531,40.76169095,5445,Bar,200,1,48
750,204,5672,-73.89482953,40.86590418,1190,Home (private),6,2,18
751,224,5103,-73.91548991,40.85050141,5907,Neighborhood,4,2,235
752,44,1073,-73.98524406,40.75957308,2406,Coffee Shop,63,1,230
753,192,5532,-73.98450945,40.75832282,5011,Theater,326,1,230
755,193,5542,-73.98356824,40.73018616,3845,Bar,44,1,79
756,14,1243,-73.99128147,40.73743415,496,Bar,151,1,234
758,206,540,-73.98807049,40.76466513,5697,Neighborhood,4,1,48
759,62,3013,-73.9151144,40.76396629,3011,Gym / Fitness Center,66,4,7
760,61,224,-73.97717535,40.75280621,224,Train Station,21,1,162
762,19,278,-73.92565146,40.8278609,278,Subway,0,2,247
763,148,1666,-73.99287701,40.74296517,4896,Subway,0,1,90
764,26,1730,-73.95842347,40.81554068,1760,Subway,0,1,166
765,21,1526,-74.00622498,40.65543162,1541,Deli / Bodega,9,3,228
767,40,2292,-73.95650634,40.62556583,2309,Bus Station,5,3,165
768,148,4900,-73.98849809,40.73784112,1666,Coffee Shop,63,1,234
770,26,220,-73.98802757,40.75650613,1730,Subway,0,1,230
772,0,7,-73.93010371,40.69321218,72,Home (private),6,3,225
774,2,209,-73.95021915,40.69973923,313,Subway,0,3,17
775,31,92,-73.99357639,40.7507948,92,Train Station,21,1,186
778,2,172,-73.99565446,40.68069546,209,Train Station,37,3,40
779,31,1958,-73.98681521,40.75379775,92,Coffee Shop,63,1,100
780,221,261,-73.85915279,40.69251591,5882,Train Station,37,4,258
782,20,179,-73.98109466,40.7588571,1507,Subway,0,1,161
783,221,1213,-73.79992962,40.70253725,261,Bus Station,30,4,130
784,189,5506,-73.76686445,40.70293043,5506,Building,31,4,205
787,114,4268,-73.98689691,40.75331461,274,Office,52,1,100
789,45,2441,-73.98362563,40.75045645,2474,Office,52,1,164
790,62,664,-73.87084723,40.73405558,3013,Mall,142,4,82
791,189,5508,-73.76582452,40.70188518,5506,Bar,64,4,205
792,167,1475,-73.9906849,40.702345,5188,Coffee Shop,63,3,66
795,9,740,-73.95039082,40.82650767,941,Subway,0,1,116
796,35,1723,-73.8334465,40.78322232,72,Department Store,38,4,252
798,45,1435,-73.98399867,40.74907894,2441,Coffee Shop,63,1,170
799,11,1022,-73.89617597,40.64906766,1037,Deli / Bodega,9,3,39
801,221,5878,-73.78573745,40.70795059,1213,Medical Center,202,4,130
803,221,5878,-73.78573745,40.70795059,5878,Medical Center,202,4,130
805,45,2442,-73.98271885,40.7515016,1435,Department Store,38,1,164
808,11,182,-73.98738384,40.69147465,1022,Subway,0,3,65
809,183,5418,-73.9751258,40.75481866,2587,Office,102,1,162
810,10,966,-73.98931503,40.74137194,169,Subway,0,1,234
811,11,1050,-73.98825705,40.69182241,182,Bank,29,3,25
814,28,1817,-74.00604709,40.72029879,1829,Office,52,1,231
817,14,496,-73.78452301,40.64508936,1243,Airport,141,4,132
819,11,1034,-73.98802175,40.69604842,1050,College Academic Building,205,3,65
820,51,62,-73.96917869,40.75752331,62,Subway,0,1,229
822,30,1904,-74.00792356,40.70833916,176,Food & Drink Shop,27,1,87
825,127,4516,-73.98272459,40.77041805,2416,Gym / Fitness Center,66,1,142
826,59,2924,-73.97409844,40.7515118,2924,Sandwich Place,32,1,162
827,2,210,-73.9775978,40.68430738,172,Subway,0,3,97
828,183,529,-73.975389,40.75566091,5418,Office,52,1,161
829,51,2678,-73.94794464,40.79301881,62,Historic Site,222,1,75
830,24,1659,-73.94391251,40.7468584,1685,Food & Drink Shop,185,4,145
832,35,2119,-73.84814501,40.78395345,2113,Convenience Store,15,4,53
833,51,2664,-73.9488319,40.79437893,2678,Deli / Bodega,9,1,75
834,211,5775,-73.98530719,40.74170626,5770,Office,52,1,234
835,183,5420,-73.97545868,40.75573065,529,Coffee Shop,63,1,161
836,233,259,-73.90339851,40.67837611,259,Subway,0,3,177
837,45,1380,-73.98138,40.74697,2442,Coffee Shop,63,1,170
838,183,5412,-73.97507988,40.75394115,5420,Office,52,1,162
839,233,5999,-73.94007221,40.71190144,259,High School,50,3,37
840,69,3222,-73.98122092,40.75531235,1360,Gym / Fitness Center,66,1,161
841,2,211,-73.96796465,40.76256859,210,Subway,0,1,237
842,9,674,-73.98889982,40.6921107,740,Burger Joint,73,3,65
843,35,2105,-73.84581462,40.78526854,2119,Drugstore / Pharmacy,7,4,53
844,79,3520,-73.9065883,40.6601875,3524,Home (private),6,3,35
845,6,690,-73.98600161,40.69343783,690,Building,31,3,65
846,31,1742,-73.98612213,40.75344793,1958,Deli / Bodega,9,1,100
847,30,1905,-74.01072979,40.70712443,1904,Neighborhood,4,1,87
852,2,212,-73.95659244,40.76891664,211,Art Gallery,79,1,141
853,16,1349,-73.97561364,40.75163065,1335,Drugstore / Pharmacy,7,1,162
855,45,2428,-73.98198997,40.74733835,1380,American Restaurant,41,1,164
856,183,5421,-73.97592357,40.75435513,5412,Sandwich Place,32,1,162
858,78,3501,-74.00063278,40.63396697,3501,Home (private),6,3,26
859,70,291,-73.98174047,40.75201987,291,Library,87,1,170
860,9,182,-73.98738384,40.69147465,674,Subway,0,3,65
861,98,1906,-73.93569231,40.69716886,1906,Subway,0,3,225
862,183,5414,-73.97573233,40.75556339,5421,Food Truck,33,1,161
863,51,2668,-73.94451141,40.79357114,2664,Neighborhood,4,1,75
864,11,1035,-73.99061002,40.69572209,1034,Park,12,3,65
865,153,403,-73.95445704,40.75673368,403,Bridge,82,1,202
866,48,2566,-73.84515971,40.7200303,2566,Fast Food Restaurant,74,4,95
867,28,1821,-74.006315,40.720671,1817,Scenic Lookout,177,1,231
869,224,5902,-73.9704424,40.7588332,5103,Sandwich Place,32,1,162
870,257,1971,-73.98759842,40.75414926,1971,Bank,29,1,100
871,73,3336,-73.98887973,40.60259049,3329,Home (private),6,3,21
872,51,62,-73.96917869,40.75752331,2668,Subway,0,1,229
874,98,3941,-73.98781515,40.71945037,1906,Bar,151,1,148
876,2,213,-73.95963458,40.77418287,212,Coffee Shop,63,1,236
877,73,3337,-73.98041169,40.60531946,3336,Bus Station,30,3,21
879,78,3511,-73.94998567,40.63216904,3501,College Academic Building,206,3,89
880,256,6201,-73.92232418,40.60978238,6198,Clothing Store,227,3,155
882,25,1694,-73.78525257,40.75808275,286,Bank,29,4,9
883,98,3949,-73.98799306,40.71996415,3941,Candy Store,207,1,148
885,107,4154,-73.98468737,40.7724097,551,Residential Building (Apartment / Condo),17,1,142
886,51,2679,-73.83071483,40.71381,62,Subway,0,4,134
887,9,907,-73.94981346,40.82678514,182,Food & Drink Shop,27,1,116
888,24,1660,-73.94427538,40.74686681,1659,Office,13,4,145
889,79,3528,-73.90927814,40.65649406,3520,Deli / Bodega,9,3,35
890,14,1240,-73.98943363,40.74186151,496,Market,220,1,234
891,59,224,-73.97717535,40.75280621,2924,Train Station,21,1,162
892,98,2930,-73.98386478,40.73184425,3949,Pizza Place,2,1,79
893,257,6213,-73.9878381,40.73826313,1971,French Restaurant,155,1,234
895,2,214,-73.95525232,40.77953912,213,Electronics Store,28,1,236
896,51,2659,-73.81579267,40.71057519,2679,Housing Development,93,4,28
898,237,2189,-74.00466412,40.70946561,2189,Deli / Bodega,9,1,209
899,153,474,-73.93009186,40.77183187,403,Neighborhood,4,4,179
900,77,3461,-73.94593309,40.78986319,3485,Fast Food Restaurant,74,1,75
901,48,1103,-73.98416519,40.67956403,2566,Gym / Fitness Center,66,3,106
902,11,259,-73.90339851,40.67837611,1035,Subway,0,3,177
903,127,2416,-73.98302876,40.77222744,4516,Plaza,35,1,142
904,153,4974,-73.78910395,40.78684822,474,Road,11,4,15
905,98,382,-73.98368836,40.75372797,2930,Park,12,1,164
906,248,6138,-73.88164314,40.66700519,6137,Salon / Barbershop,70,3,76
907,40,194,-73.99352074,40.60189765,2293,Subway,0,3,22
908,11,1036,-73.90266895,40.64609878,259,Subway,0,3,39
909,25,1697,-73.76883514,40.75863508,1694,Gym / Fitness Center,66,4,16
910,69,3223,-73.977265,40.754525,3222,Mediterranean Restaurant,261,1,161
912,6,704,-73.98605901,40.69360343,690,Government Building,55,3,65
913,183,529,-73.975389,40.75566091,5414,Office,52,1,161
914,62,3012,-73.79645348,40.72195742,664,College Academic Building,206,4,121
916,237,229,-74.01118577,40.70919832,2189,Park,12,1,261
917,4,394,-73.97367373,40.75285676,427,Convention Center,112,1,162
918,11,1037,-73.88733352,40.64249154,1036,Other Great Outdoors,181,3,39
919,257,6215,-73.9838552,40.742334,6213,BBQ Joint,168,1,107
920,9,929,-73.85954899,40.82141255,907,Home (private),6,2,213
921,40,2288,-73.98049054,40.68805851,194,Subway,0,3,25
922,30,1906,-73.93569231,40.69716886,1905,Subway,0,3,225
923,213,5797,-74.00615612,40.71187652,5799,College Academic Building,143,1,209
927,9,902,-73.86192083,40.83296963,929,Bus Station,30,2,212
928,25,1698,-73.80916391,40.78794867,1697,Mall,142,4,252
929,237,5361,-74.00504351,40.7111095,229,University,182,1,209
930,127,4517,-73.981176,40.774215,2416,Coffee Shop,63,1,142
931,188,5459,-73.97169361,40.75599358,5493,Other Great Outdoors,1,1,162
932,13,1173,-73.73220921,40.6741287,1229,Office,52,4,203
933,77,3474,-73.94579887,40.7906145,3461,Fast Food Restaurant,74,1,75
935,248,2238,-73.88247728,40.66672356,6138,Neighborhood,4,3,76
936,233,6000,-73.8711577,40.65057338,5999,Clothing Store,195,3,76
937,183,224,-73.97717535,40.75280621,529,Train Station,21,1,162
938,78,1140,-74.00071979,40.61336604,3511,Train Station,37,3,22
939,25,286,-73.80902767,40.77943655,1698,Other Great Outdoors,1,4,252
940,117,4334,-73.9065883,40.87744097,4328,Home (private),6,2,220
941,4,374,-73.9733351,40.75320676,394,Hotel,105,1,162
942,9,930,-73.82938841,40.75991248,902,Tea Room,134,4,92
943,78,184,-73.98124695,40.57745558,1140,Subway,0,3,55
944,73,633,-74.00256382,40.74106166,248,Office,76,1,68
946,211,5776,-73.98349937,40.74433964,5775,Spa / Massage,199,1,164
948,183,5422,-73.9016068,40.81970408,224,Bus Station,30,2,159
949,98,1423,-73.990799,40.760753,382,Bar,72,1,48
950,257,943,-73.98022804,40.74304319,6215,Bar,151,1,170
951,13,1186,-73.977779,40.760472,1173,Bar,65,1,161
953,69,3217,-73.978965,40.75615113,3223,Office,52,1,161
954,183,5423,-73.89986212,40.82501793,5422,Food & Drink Shop,27,2,147
955,24,1658,-73.94687176,40.74803726,1660,Subway,0,4,145
956,4,408,-73.974725,40.75293,374,Gym / Fitness Center,66,1,162
957,224,5904,-73.9709647,40.75939387,5903,Drugstore / Pharmacy,7,1,162
958,79,2196,-73.9065883,40.6601875,3528,Home (private),6,3,35
959,211,661,-73.98373696,40.74404465,5776,Coffee Shop,63,1,164
960,23,1629,-73.8477874,40.78025603,1629,Home (private),6,4,53
961,16,306,-73.9758855,40.751633,1349,Subway,0,1,162
963,21,1548,-74.00641435,40.65633489,1526,Professional & Other Places,231,3,228
966,244,382,-73.98368836,40.75372797,6098,Park,12,1,164
970,71,931,-73.84606361,40.75645736,3288,Stadium,184,4,93
971,256,6203,-73.92070305,40.61099656,6201,Cosmetics Shop,99,3,155
972,6,704,-73.98605901,40.69360343,704,Government Building,55,3,65
973,49,2591,-73.88066411,40.85699349,2590,General Travel,8,2,31
974,221,5880,-73.78938545,40.70713802,5878,Bus Station,30,4,130
975,78,208,-73.98030281,40.57334844,184,Beach,78,3,55
977,59,2925,-73.98775202,40.73365025,224,Food & Drink Shop,27,1,107
978,114,953,-73.99154663,40.7572213,4268,Bus Station,30,1,48
981,23,1620,-73.78896895,40.7619429,1629,Home (private),6,4,9
982,31,1957,-73.99123556,40.75045695,1742,Train Station,219,1,186
983,49,2588,-73.86088014,40.86616247,2591,Neighborhood,4,2,3
984,97,306,-73.9758855,40.751633,306,Subway,0,1,162
985,97,3937,-73.89058024,40.86149294,306,Train Station,21,2,20
987,167,5186,-73.98317224,40.72517114,1475,Bar,65,1,79
988,11,1038,-73.89276087,40.63730038,1037,Drugstore / Pharmacy,7,3,39
989,237,5727,-73.99336294,40.75261955,5361,Hotel,40,1,68
992,213,1240,-73.98943363,40.74186151,5797,Market,220,1,234
993,30,1907,-73.9256019,40.6952191,1906,Building,31,3,37
997,148,1240,-73.98943363,40.74186151,4900,Market,220,1,234
1000,4,145,-73.97330797,40.75274101,408,German Restaurant,67,1,162
1001,78,3506,-73.98887973,40.63230087,208,Home (private),6,3,26
1003,11,1051,-73.89241028,40.64806747,1038,Food & Drink Shop,27,3,39
1005,224,5905,-73.969702,40.75955296,5904,Electronics Store,28,1,162
1007,28,1822,-73.98781515,40.72836876,1821,Vegetarian / Vegan Restaurant,242,1,79
1008,77,3460,-73.94480226,40.789865,3474,Electronics Store,28,1,75
1011,79,3529,-73.90746961,40.65490435,2196,Donut Shop,149,3,35
1012,153,4974,-73.78910395,40.78684822,4974,Road,11,4,15
1015,257,6214,-73.93010371,40.67343128,943,Home (private),6,3,61
1016,98,3941,-73.98781515,40.71945037,1423,Bar,151,1,148
1017,15,1260,-73.98996152,40.72860235,980,Bar,103,1,79
1018,2,176,-74.00441051,40.71306941,214,Subway,0,1,231
1019,167,4201,-73.98624839,40.7261906,5186,Donut Shop,149,1,79
1022,73,3338,-74.00364876,40.74159955,633,Restaurant,42,1,68
1024,4,461,-73.99085999,40.67282676,145,Train Station,37,3,106
1025,25,1705,-73.81249842,40.77519536,286,Home (private),6,4,171
1026,52,677,-73.98914337,40.75850534,2694,Hotel,40,1,48
1027,30,1947,-73.925944,40.693657,1907,Other Nightlife,45,3,37
1028,0,1,-73.94942887,40.71430292,7,Other Great Outdoors,1,3,80
1029,26,1472,-74.01398788,40.7076499,1019,Subway,0,1,261
1030,107,922,-73.98227692,40.77378187,4154,Subway,0,1,142
1031,224,4322,-73.97035057,40.75817623,5905,Gym / Fitness Center,106,1,162
1033,10,958,-73.94624881,40.80774561,169,Neighborhood,4,1,41
1034,4,429,-73.97977361,40.63948697,461,Convenience Store,15,3,133
1035,107,953,-73.99154663,40.7572213,922,Bus Station,30,1,48
1036,237,3961,-74.00163991,40.73233046,5727,Bar,151,1,249
1037,26,1730,-73.95842347,40.81554068,1472,Subway,0,1,166
1041,26,1733,-73.92921209,40.85541922,1730,Subway,0,1,243
1045,4,469,-73.9794475,40.64013066,429,Bar,103,3,133
1046,50,286,-73.80902767,40.77943655,2646,Other Great Outdoors,1,4,252
1047,50,2657,-73.79253933,40.78674271,286,Italian Restaurant,158,4,15
1050,4,435,-73.97987413,40.63941333,469,Sculpture Garden,121,3,26
1052,52,2697,-73.99148807,40.75215522,2706,Hotel,40,1,100
1053,224,5910,-73.92035859,40.85353415,4322,Train Station,21,2,235
1055,237,6042,-73.99914934,40.73878012,3961,Food & Drink Shop,27,1,90
1056,73,19,-74.00257587,40.73977359,3338,Subway,0,1,249
1057,52,2698,-73.97773325,40.74954093,2697,Hotel,40,1,170
1058,38,2211,-74.17456985,40.62225921,2214,Road,11,5,23
1060,50,2633,-73.80785996,40.78686922,2657,Beach,268,4,252
1061,237,5727,-73.99336294,40.75261955,6042,Hotel,40,1,68
1062,38,2192,-74.08288386,40.62578449,2211,Home (private),6,5,221
1065,73,194,-73.99352074,40.60189765,19,Subway,0,3,22
1066,38,2222,-73.9503479,40.58475655,2192,Road,11,3,150
1067,25,1688,-73.792836,40.780227,1705,Road,11,4,15
1068,25,1696,-73.78896895,40.78168478,1688,Home (private),6,4,15
1069,73,3333,-73.98887973,40.60259049,194,Home (private),6,3,21
1070,52,2697,-73.99148807,40.75215522,2698,Hotel,40,1,100
1073,6,682,-73.97712596,40.73944139,704,Home (private),6,1,137
1074,33,2052,-73.976515,40.765887,2024,Residential Building (Apartment / Condo),17,1,43
1075,43,2392,-73.98163319,40.73059222,2386,Subway,0,1,79
1076,73,3329,-73.992438,40.604532,3333,Other Great Outdoors,96,3,22
